Printing the following information for each pair of Lorentz vectors being added to the stack: momNumber (1 or 2) || threeMom vector Cartesian (x,y,z) || threeMomSpherical (r,theta,phi) || magnitude (of 4 vector) || Energy (MeV/c)
MomNumber: 2 || Cartesian vector: (-24.3386, 25.1274, -39.1263) || Spherical Vector: (52.4844, 2.41206, 2.34025) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-15.6013, 10.7947, 48.9356) || Spherical Vector: (52.4844, 0.369847, 2.53632) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (15.6013, -10.7947, -48.9356) || Spherical Vector: (52.4844, 2.77175, -0.605274) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-16.8696, 49.539, -3.99) || Spherical Vector: (52.4844, 1.64689, 1.89901) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (16.8696, -49.539, 3.99) || Spherical Vector: (52.4844, 1.4947, -1.24258) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-39.81, -32.2966, -11.2564) || Spherical Vector: (52.4844, 1.78695, -2.46002) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (39.81, 32.2966, 11.2564) || Spherical Vector: (52.4844, 1.35465, 0.681574) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (51.1443, -7.64033, -8.97252) || Spherical Vector: (52.4844, 1.7426, -0.148291) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-51.1443, 7.64033, 8.97252) || Spherical Vector: (52.4844, 1.399, 2.9933) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-38.7717, -21.5377, -28.0624) || Spherical Vector: (52.4844, 2.13493, -2.63454) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (38.7717, 21.5377, 28.0624) || Spherical Vector: (52.4844, 1.00667, 0.507056) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (18.16, -47.3316, 13.5851) || Spherical Vector: (52.4844, 1.30897, -1.20444) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-18.16, 47.3316, -13.5851) || Spherical Vector: (52.4844, 1.83262, 1.93715) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-9.79551, 47.2197, 20.7115) || Spherical Vector: (52.4844, 1.16514, 1.77534) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (9.79551, -47.2197, -20.7115) || Spherical Vector: (52.4844, 1.97645, -1.36625) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (12.6192, 7.78444, 50.3466) || Spherical Vector: (52.4844, 0.286402, 0.552735) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-12.6192, -7.78444, -50.3466) || Spherical Vector: (52.4844, 2.85519, -2.58886) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-50.028, -11.2799, -11.1615) || Spherical Vector: (52.4844, 1.7851, -2.91983) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (50.028, 11.2799, 11.1615) || Spherical Vector: (52.4844, 1.3565, 0.221764) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (14.8046, -49.611, 8.61328) || Spherical Vector: (52.4844, 1.40594, -1.2808) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-14.8046, 49.611, -8.61328) || Spherical Vector: (52.4844, 1.73565, 1.8608) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-24.8991, -44.1055, 13.7608) || Spherical Vector: (52.4844, 1.30551, -2.08473) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (24.8991, 44.1055, -13.7608) || Spherical Vector: (52.4844, 1.83608, 1.05686) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-41.266, -6.86763, 31.6949) || Spherical Vector: (52.4844, 0.922422, -2.97668) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (41.266, 6.86763, -31.6949) || Spherical Vector: (52.4844, 2.21917, 0.164912) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (21.1037, 30.8522, -36.8428) || Spherical Vector: (52.4844, 2.34896, 0.970871) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-21.1037, -30.8522, 36.8428) || Spherical Vector: (52.4844, 0.792628, -2.17072) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-24.6069, -42.6671, -18.1283) || Spherical Vector: (52.4844, 1.92346, -2.09392) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (24.6069, 42.6671, 18.1283) || Spherical Vector: (52.4844, 1.21813, 1.04767) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-34.7391, 20.5205, -33.5666) || Spherical Vector: (52.4844, 2.26471, 2.60804) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (34.7391, -20.5205, 33.5666) || Spherical Vector: (52.4844, 0.876878, -0.533555) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-24.3499, -35.6355, -29.8632) || Spherical Vector: (52.4844, 2.17608, -2.17023) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (24.3499, 35.6355, 29.8632) || Spherical Vector: (52.4844, 0.965517, 0.971364) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-13.4212, -16.6217, 47.9396) || Spherical Vector: (52.4844, 0.419221, -2.25006) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (13.4212, 16.6217, -47.9396) || Spherical Vector: (52.4844, 2.72237, 0.891528) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-5.24, -39.2313, 34.4683) || Spherical Vector: (52.4844, 0.854318, -1.70358) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (5.24, 39.2313, -34.4683) || Spherical Vector: (52.4844, 2.28727, 1.43802) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-3.816, 50.3536, 14.3026) || Spherical Vector: (52.4844, 1.29479, 1.64644) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (3.816, -50.3536, -14.3026) || Spherical Vector: (52.4844, 1.8468, -1.49516) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-49.7379, 10.9616, 12.6728) || Spherical Vector: (52.4844, 1.32693, 2.92467) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (49.7379, -10.9616, -12.6728) || Spherical Vector: (52.4844, 1.81467, -0.216919) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (37.2947, -7.38863, 36.1819) || Spherical Vector: (52.4844, 0.81016, -0.195582) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-37.2947, 7.38863, -36.1819) || Spherical Vector: (52.4844, 2.33143, 2.94601) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-11.039, 47.1223, 20.3038) || Spherical Vector: (52.4844, 1.17358, 1.80091) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (11.039, -47.1223, -20.3038) || Spherical Vector: (52.4844, 1.96801, -1.34068) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (7.8907, 26.0455, 44.8774) || Spherical Vector: (52.4844, 0.545127, 1.27663) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-7.8907, -26.0455, -44.8774) || Spherical Vector: (52.4844, 2.59647, -1.86496) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (11.9864, -49.3314, 13.3173) || Spherical Vector: (52.4844, 1.31425, -1.33244) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-11.9864, 49.3314, -13.3173) || Spherical Vector: (52.4844, 1.82734, 1.80915) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (21.0935, -0.00484945, -48.0591) || Spherical Vector: (52.4844, 2.728, -0.000229903) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-21.0935, 0.00484945, 48.0591) || Spherical Vector: (52.4844, 0.413591, 3.14136) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (5.68744, 17.3005, 49.2236) || Spherical Vector: (52.4844, 0.354356, 1.25318) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-5.68744, -17.3005, -49.2236) || Spherical Vector: (52.4844, 2.78724, -1.88841) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (20.1838, 23.5017, -42.3662) || Spherical Vector: (52.4844, 2.51021, 0.861203) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-20.1838, -23.5017, 42.3662) || Spherical Vector: (52.4844, 0.631378, -2.28039) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (8.59491, -44.6374, 26.2344) || Spherical Vector: (52.4844, 1.04737, -1.38058) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-8.59491, 44.6374, -26.2344) || Spherical Vector: (52.4844, 2.09422, 1.76102) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-26.3458, -8.33687, -44.6207) || Spherical Vector: (52.4844, 2.58711, -2.83512) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (26.3458, 8.33687, 44.6207) || Spherical Vector: (52.4844, 0.554487, 0.30647) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (25.2322, -28.2376, -36.3399) || Spherical Vector: (52.4844, 2.3356, -0.841548) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-25.2322, 28.2376, 36.3399) || Spherical Vector: (52.4844, 0.805994, 2.30004) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (40.6258, -33.1242, -2.63629) || Spherical Vector: (52.4844, 1.62105, -0.684031) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-40.6258, 33.1242, 2.63629) || Spherical Vector: (52.4844, 1.52055, 2.45756) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-3.0815, 33.1677, 40.5589) || Spherical Vector: (52.4844, 0.687588, 1.66344) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (3.0815, -33.1677, -40.5589) || Spherical Vector: (52.4844, 2.454, -1.47816) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (0.284394, 49.9573, -16.0873) || Spherical Vector: (52.4844, 1.88233, 1.5651) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-0.284394, -49.9573, 16.0873) || Spherical Vector: (52.4844, 1.25927, -1.57649) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (42.9614, -5.87639, 29.5703) || Spherical Vector: (52.4844, 0.972288, -0.135939) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-42.9614, 5.87639, -29.5703) || Spherical Vector: (52.4844, 2.1693, 3.00565) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (51.1124, 8.64105, 8.2139) || Spherical Vector: (52.4844, 1.41365, 0.167476) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-51.1124, -8.64105, -8.2139) || Spherical Vector: (52.4844, 1.72794, -2.97412) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (50.4854, -3.17532, 13.9914) || Spherical Vector: (52.4844, 1.30095, -0.0628131) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-50.4854, 3.17532, -13.9914) || Spherical Vector: (52.4844, 1.84064, 3.07878) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-14.5308, 43.8768, -24.8657) || Spherical Vector: (52.4844, 2.06437, 1.8906) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (14.5308, -43.8768, 24.8657) || Spherical Vector: (52.4844, 1.07723, -1.25099) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (13.4974, 14.3559, -48.6451) || Spherical Vector: (52.4844, 2.75672, 0.81621) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-13.4974, -14.3559, 48.6451) || Spherical Vector: (52.4844, 0.384869, -2.32538) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-19.4614, -42.2992, 24.2208) || Spherical Vector: (52.4844, 1.09113, -2.00201) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (19.4614, 42.2992, -24.2208) || Spherical Vector: (52.4844, 2.05046, 1.13958) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-48.9427, 3.05964, 18.7047) || Spherical Vector: (52.4844, 1.2064, 3.07916) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (48.9427, -3.05964, -18.7047) || Spherical Vector: (52.4844, 1.93519, -0.0624335) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-8.01013, 51.8149, -2.3807) || Spherical Vector: (52.4844, 1.61617, 1.72417) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (8.01013, -51.8149, 2.3807) || Spherical Vector: (52.4844, 1.52542, -1.41742) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (3.31118, 19.5956, -48.5764) || Spherical Vector: (52.4844, 2.75325, 1.4034) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-3.31118, -19.5956, 48.5764) || Spherical Vector: (52.4844, 0.388341, -1.73819) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-10.1781, -49.6659, 13.5764) || Spherical Vector: (52.4844, 1.30915, -1.77293) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (10.1781, 49.6659, -13.5764) || Spherical Vector: (52.4844, 1.83245, 1.36866) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-11.5094, -49.8178, 11.8464) || Spherical Vector: (52.4844, 1.34312, -1.79784) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (11.5094, 49.8178, -11.8464) || Spherical Vector: (52.4844, 1.79847, 1.34375) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (19.4438, -39.4602, -28.626) || Spherical Vector: (52.4844, 2.14769, -1.11297) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-19.4438, 39.4602, 28.626) || Spherical Vector: (52.4844, 0.993907, 2.02862) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (38.5632, -5.68058, 35.1458) || Spherical Vector: (52.4844, 0.83707, -0.146254) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-38.5632, 5.68058, -35.1458) || Spherical Vector: (52.4844, 2.30452, 2.99534) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-1.08174, 42.9754, 30.1092) || Spherical Vector: (52.4844, 0.959806, 1.59596) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (1.08174, -42.9754, -30.1092) || Spherical Vector: (52.4844, 2.18179, -1.54563) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-45.5997, -25.8089, 3.03033) || Spherical Vector: (52.4844, 1.51303, -2.62656) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (45.5997, 25.8089, -3.03033) || Spherical Vector: (52.4844, 1.62857, 0.515035) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-24.3471, 46.2663, 4.61158) || Spherical Vector: (52.4844, 1.48282, 2.05521) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (24.3471, -46.2663, -4.61158) || Spherical Vector: (52.4844, 1.65878, -1.08638) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (10.124, -3.29725, 51.3931) || Spherical Vector: (52.4844, 0.204286, -0.314852) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-10.124, 3.29725, -51.3931) || Spherical Vector: (52.4844, 2.93731, 2.82674) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-50.5622, 3.56981, 13.6139) || Spherical Vector: (52.4844, 1.30841, 3.07111) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (50.5622, -3.56981, -13.6139) || Spherical Vector: (52.4844, 1.83319, -0.0704854) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (12.2367, 50.7682, 5.24155) || Spherical Vector: (52.4844, 1.47076, 1.33428) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-12.2367, -50.7682, -5.24155) || Spherical Vector: (52.4844, 1.67083, -1.80732) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (5.35982, -51.9972, -4.70974) || Spherical Vector: (52.4844, 1.66065, -1.46808) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-5.35982, 51.9972, 4.70974) || Spherical Vector: (52.4844, 1.48094, 1.67351) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (9.6492, 15.0039, -49.3598) || Spherical Vector: (52.4844, 2.7948, 0.999278) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-9.6492, -15.0039, 49.3598) || Spherical Vector: (52.4844, 0.346797, -2.14232) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (30.2545, 3.58653, 42.7366) || Spherical Vector: (52.4844, 0.619322, 0.117995) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-30.2545, -3.58653, -42.7366) || Spherical Vector: (52.4844, 2.52227, -3.0236) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (0.970547, 43.0145, -30.0571) || Spherical Vector: (52.4844, 2.18057, 1.54824) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-0.970547, -43.0145, 30.0571) || Spherical Vector: (52.4844, 0.961019, -1.59336) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-13.4328, 46.6953, 19.8424) || Spherical Vector: (52.4844, 1.18309, 1.8509) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (13.4328, -46.6953, -19.8424) || Spherical Vector: (52.4844, 1.9585, -1.29069) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-36.526, -19.0716, 32.5075) || Spherical Vector: (52.4844, 0.90285, -2.66039) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (36.526, 19.0716, -32.5075) || Spherical Vector: (52.4844, 2.23874, 0.481201) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (9.4775, -20.0286, -47.5778) || Spherical Vector: (52.4844, 2.70575, -1.12882) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (-9.4775, 20.0286, 47.5778) || Spherical Vector: (52.4844, 0.435846, 2.01277) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-2.61059, -25.0224, 46.0617) || Spherical Vector: (52.4844, 0.499908, -1.67475) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (2.61059, 25.0224, -46.0617) || Spherical Vector: (52.4844, 2.64168, 1.46684) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 1 || Cartesian vector: (-7.14203, 29.0121, -43.1498) || Spherical Vector: (52.4844, 2.53596, 1.81217) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
MomNumber: 2 || Cartesian vector: (7.14203, -29.0121, 43.1498) || Spherical Vector: (52.4844, 0.605628, -1.32942) || Magnitude of 4 Vector: 0.510999 || Energy: 52.4869
